"INDV1"	"INDV2"	"RELATEDNESS_PHI"
"1143"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114039_DUR"	-0.0254216
"1559"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0254216
"1141"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114019_DUR"	-0.0254569
"1453"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0254569
"1949"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_114282_NEV"	-0.0256154
"2157"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.0256154
"627"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_UWBM_69981_PCA"	-0.0257598
"2291"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_MSB_12905568_NM"	-0.0257598
"1039"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114047_DUR"	-0.0261253
"1663"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0261253
"1138"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_113970_DUR"	-0.0261264
"1294"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0261264
"2004"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0262701
"2264"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0262701
"1315"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0263517
"2251"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_113970_DUR"	-0.0263517
"1035"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114019_DUR"	-0.0265722
"1451"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0265722
"993"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0266881
"2033"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0266881
"1633"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0267658
"2257"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114046_DUR"	-0.0267658
"2057"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0268033
"2265"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0268033
"1267"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_93801_CPN"	-0.0268037
"2515"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0268037
"1144"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114046_DUR"	-0.0268475
"1612"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0268475
"1152"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0270235
"2036"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0270235
"987"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.0270823
"1715"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0270823
"867"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0270877
"971"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_111891_NM"	-0.0270877
"80"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114012_DUR"	-0.0271451
"1380"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0271451
"1268"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_93805_CPN"	-0.0271947
"2568"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0271947
"1151"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0273011
"1983"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0273011
"1036"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114038_DUR"	-0.0273159
"1504"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0273159
"1037"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114039_DUR"	-0.0273409
"1557"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0273409
"990"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.0275912
"1874"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0275912
"1149"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.0276888
"1877"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0276888
"870"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0277668
"1130"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_111891_NM"	-0.0277668
"1898"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0278236
"2262"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.0278236
"87"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.0280884
"1751"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0280884
"1739"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0281939
"2259"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.0281939
"1146"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.0282501
"1718"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0282501
"891"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0283012
"2243"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_111891_NM"	-0.0283012
"1041"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.0284219
"1769"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0284219
"1047"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.0284902
"2087"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0284902
"93"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.0285431
"2069"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0285431
"81"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114019_DUR"	-0.0288933
"1433"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0288933
"83"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114039_DUR"	-0.0289175
"1539"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0289175
"82"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114038_DUR"	-0.0289496
"1486"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0289496
"85"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114047_DUR"	-0.0289671
"1645"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0289671
"72"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0291223
"956"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_CM_S9116_BEL"	-0.0291223
"1045"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0293409
"1981"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0293409
"1032"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_113970_DUR"	-0.0294668
"1292"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0294668
"171"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_MSB_12905568_NM"	-0.0294984
"587"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_KU_33633_RACN"	-0.0294984
"868"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0296069
"1024"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_111891_NM"	-0.0296069
"89"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.0299276
"1857"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0299276
"91"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0302031
"1963"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0302031
"84"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114046_DUR"	-0.0303085
"1592"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0303085
"70"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_111891_NM"	-0.0303556
"850"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_CM_S9116_BEL"	-0.0303556
"78"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_113970_DUR"	-0.030426
"1274"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.030426
"86"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.0304682
"1698"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0304682
"1106"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_77735_ARI"	-0.030709
"2406"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_112587_GUE"	-0.030709
"73"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0308151
"1009"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_CM_S9116_BEL"	-0.0308151
"1038"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114046_DUR"	-0.0308174
"1610"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0308174
"2273"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0309023
"2481"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0309023
"224"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_MSB_12905568_NM"	-0.0309164
"588"	"Setophaga_graciae_MSB_12905568_NM"	"Setophaga_graciae_KU_33634_RACN"	-0.0309164
"92"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0309564
"2016"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0309564
"75"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0309773
"1115"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_CM_S9116_BEL"	-0.0309773
"96"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0311291
"2228"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_CM_S9116_BEL"	-0.0311291
"999"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0312202
"2351"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0312202
"2271"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0312913
"2375"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0312913
"1001"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0313469
"2457"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0313469
"1043"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.0314722
"1875"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0314722
"67"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_106758_NM"	-0.0317643
"691"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_CM_S9116_BEL"	-0.0317643
"655"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0318402
"967"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_105736_ARI"	-0.0318402
"711"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0318743
"1127"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_106758_NM"	-0.0318743
"1158"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0319794
"2354"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0319794
"1269"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_93806_CPN"	-0.0320913
"2621"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0320913
"1040"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.03213
"1716"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.03213
"1046"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0321449
"2034"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0321449
"74"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0322451
"1062"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_CM_S9116_BEL"	-0.0322451
"100"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0322641
"2440"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_CM_S9116_BEL"	-0.0322641
"708"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0323445
"968"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_106758_NM"	-0.0323445
"732"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0324281
"2240"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_106758_NM"	-0.0324281
"98"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0326552
"2334"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_CM_S9116_BEL"	-0.0326552
"66"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_105736_ARI"	-0.03276
"638"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_CM_S9116_BEL"	-0.03276
"1160"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0328457
"2460"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0328457
"1087"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114012_DUR"	-0.0330115
"1399"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0330115
"95"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114424_NEV"	-0.0332168
"2175"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_CM_S9116_BEL"	-0.0332168
"996"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_114424_NEV"	-0.0332669
"2192"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0332669
"56"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_DMNS_52524_COL"	-0.033444
"108"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_CM_S9116_BEL"	-0.033444
"68"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_106760_NM"	-0.0334664
"744"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_CM_S9116_BEL"	-0.0334664
"679"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0335048
"2239"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_105736_ARI"	-0.0335048
"761"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0336993
"969"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_106760_NM"	-0.0336993
"90"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.0340371
"1910"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_CM_S9116_BEL"	-0.0340371
"1155"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114424_NEV"	-0.034052
"2195"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_112592_GUE"	-0.034052
"658"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0343439
"1126"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_105736_ARI"	-0.0343439
"1089"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114038_DUR"	-0.0344071
"1505"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0344071
"23"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_UWBM_113059_CHI"	-0.0344357
"1167"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_CM_S10255_BEL"	-0.0344357
"764"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0344758
"1128"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_106760_NM"	-0.0344758
"1100"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.0345865
"2088"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0345865
"2216"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0346781
"2268"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114424_NEV"	-0.0346781
"149"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0346832
"2229"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_DMNS_52524_COL"	-0.0346832
"785"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0350072
"2241"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_106760_NM"	-0.0350072
"69"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_108714_NEV"	-0.0352491
"797"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_CM_S9116_BEL"	-0.0352491
"1054"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0352538
"2458"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0352538
"1052"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0352673
"2352"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0352673
"1092"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114047_DUR"	-0.0354133
"1664"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0354133
"1366"	"Setophaga_graciae_UWBM_114011_DUR"	"Setophaga_graciae_UWBM_114282_NEV"	-0.0355125
"2146"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_UWBM_114011_DUR"	-0.0355125
"106"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_95850_ARI"	-0.0355708
"2758"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_CM_S9116_BEL"	-0.0355708
"125"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_112575_GUE"	-0.035611
"957"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_DMNS_52524_COL"	-0.035611
"1094"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.0356173
"1770"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0356173
"656"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0357715
"1020"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_105736_ARI"	-0.0357715
"128"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0357744
"1116"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_DMNS_52524_COL"	-0.0357744
"1090"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114039_DUR"	-0.0358087
"1558"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0358087
"1088"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114019_DUR"	-0.0363227
"1452"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0363227
"71"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_111896_NM"	-0.0363589
"903"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_CM_S9116_BEL"	-0.0363589
"79"	"Setophaga_graciae_CM_S9116_BEL"	"Setophaga_graciae_UWBM_114011_DUR"	-0.0369146
"1327"	"Setophaga_graciae_UWBM_114011_DUR"	"Setophaga_graciae_CM_S9116_BEL"	-0.0369146
"709"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0369426
"1021"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_106758_NM"	-0.0369426
"991"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.037065
"1927"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_112575_GUE"	-0.037065
"814"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0371043
"970"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_108714_NEV"	-0.0371043
"1007"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_95850_ARI"	-0.0371312
"2775"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_112575_GUE"	-0.0371312
"1085"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_113970_DUR"	-0.0373258
"1293"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0373258
"7"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_KU_8218_SANA"	-0.0374407
"319"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_CM_S10255_BEL"	-0.0374407
"1098"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0375477
"1982"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0375477
"1951"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0376072
"2263"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.0376072
"817"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0376598
"1129"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_108714_NEV"	-0.0376598
"1150"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.0377402
"1930"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_112592_GUE"	-0.0377402
"838"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_115308_GUE"	-0.0377543
"2242"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_108714_NEV"	-0.0377543
"1099"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0379125
"2035"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0379125
"762"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0379998
